geneName,fullGeneName,Genename,Defline,Description,piDeprived,piReplete,log2FC,pvalue
Cre08.g375200,Cre08.g375200.t1.1,,"","",98,88,0.155278225477911,0.209997454934182
Cre08.g375250,Cre08.g375250.t1.1,MRPS19,"mitochondrial ribosomal protein S19","Putative mitochondrial ribosomal protein S19, imported to mitochondria",68,74,-0.12199052437861,0.33746729213665
Cre08.g375350,Cre08.g375350.t1.1,,"","",21,13,0.691877704637668,0.0607247424777596
Cre08.g375500,Cre08.g375500.t1.1,ATF1,"glucosamine--fructose-6-phosphate aminotransferase","glucosamine--fructose-6-phosphate aminotransferase (glucosamine-6-phosphate synthase) (hexosephosphate aminotransferase) [EC:2.6.1.16]; contains amidotransferase and phosphosugar isomerase domains; pathway: glutamate metabolism - aminosugars metabolism",72,53,0.442004546879113,0.0366071600427262
Cre08.g375550,Cre08.g375550.t1.1,,"","",145,197,-0.442142729441442,0.00287033513369496
Cre08.g375650,Cre08.g375650.t1.2,,"","",55,54,0.0264722113611912,0.424097391798283
Cre08.g375850,Cre08.g375850.t1.1,,"","",195,201,-0.0437213774293179,0.40082598286029
Cre08.g375900,Cre08.g375900.t1.1,EIF2Aa,"eukaryotic initiation factor","contains pfam domain 08662- EIF2A eukaryotic initiation factor family. Putative eukaryotic initiation factor (eIF), possibly eIF2A.",93,148,-0.670294554520918,0.00023967052662858
Cre08.g375950,Cre08.g375950.t1.2,,"","",238,258,-0.116409492115311,0.196805872145533
Cre08.g376000,Cre08.g376000.t1.2,_,"Rab5-interacting Domain Protein","Expressed Protein. Contains Rab5-interacting domain",73,71,0.0400774393753351,0.401346677534864
Cre08.g376050,Cre08.g376050.t1.2,_,"SnoaL-like polyketide cyclase/hydroxylase","the SnoA domain is usually found in bacteria (DUF1486); the N-terminal extension here may target the protein to an organelle (TargetP)",18,19,-0.0780025120012732,0.5
Cre08.g376100,Cre08.g376100.t1.1,,"","",382,305,0.3247633955855,0.0014472076672114
Cre08.g376150,Cre08.g376150.t1.2,,"","",24,24,0,0.442716748643256
Cre08.g376200,Cre08.g376200.t1.1,,"","",32,23,0.476438043942987,0.0885006823851792
Cre08.g376300,Cre08.g376300.t1.1,,"","",309,248,0.317266717517499,0.00427736723604744
Cre08.g376350,Cre08.g376350.t1.1,ASF1,"Anti-silencing factor","Anti-silencing factor, Silencing Group A, ChromDB SGA3401; homologous to yeast ASF1",128,53,1.2720795454368,4.87368512214204e-09
Cre08.g376450,Cre08.g376450.t1.1,CPLD36,"predicted protein","Conserved expressed protein; Arabidopsis homologue is predicted to be plastid localized",226,255,-0.17417447444367,0.100831304032158
Cre08.g376550,Cre08.g376550.t1.1,DLC7a,"Flagellar outer dynein arm light chain LC7","Roadblock-like flagellar outer arm dynein light chain, LC7a. Interacts with both the outer arm and inner arm I1/f.",1869,1314,0.508301293422829,0
Cre08.g376600,Cre08.g376600.t1.1,,"","",13,19,-0.547487795302493,0.188542793737725
Cre08.g376650,Cre08.g376650.t1.1,,"","",96,63,0.60768257722124,0.00341131003394934
Cre08.g376700,Cre08.g376700.t1.1,MRCE1,"mRNA Capping enzyme with dual 5' triphosphatase and guanylyltransferase activities","Catalyzes the first two steps of 5'-cap addition on mRNAs: removal of the terminal 5'-phosphate and 5'-addition of a guanosine residue with formation of a 5'-ppp-5' linkage. Although the two activities are found on two separate polypeptides in yeast, they are present on one single protein in Chlamydomonas, as in humans.",68,69,-0.0210616155278296,0.5
Cre08.g376800,Cre08.g376800.t1.2,_,"protein resembling hypothetical translation initiation factor 2","_",14,16,-0.192645077942396,0.427767775952816
Cre08.g376850,Cre08.g376850.t1.1,,"","",113,106,0.0922585078519886,0.29444580067963
Cre08.g376950,Cre08.g376950.t1.2,MMP14,"gametolysin-like matrix metalloproteinase","partial sequence similar to gametolysin (cell wall lytic enzyme, autolysin, gamete lytic enzyme, GLE); a matrix metalloproteinase",21,16,0.39231742277876,0.162004300043918
Cre08.g377000,Cre08.g377000.t1.1,,"","",1096,988,0.149664851375849,0.00846700007971535
Cre08.g377100,Cre08.g377100.t1.1,ADK6,"Adenylate Kinase 6","Putative adenylate kinase",14,36,-1.36257007938471,0.00130108572836107
Cre08.g377150,Cre08.g377150.t1.1,,"","",26,79,-1.60334103003601,1.08292630850674e-07
Cre08.g377200,Cre08.g377200.t1.2,,"","",33,38,-0.203533394085132,0.317653821043833
Cre08.g377250,Cre08.g377250.t1.1,,"","",103,17,2.59903768593288,0
Cre08.g377300,Cre08.g377300.t1.2,,"","",56,28,1,0.000702247315557014
Cre08.g377350,Cre08.g377350.t1.2,FAP121,"Flagellar Associated Protein","Flagellar Associated Protein, found in the flagellar proteome [PMID: 15998802]",260,148,0.812914447399505,9.01311525414172e-09
Cre08.g377450,Cre08.g377450.t1.2,,"","",23,28,-0.283792966000591,0.287924673865923
Cre08.g377550,Cre08.g377550.t1.1,,"","",704,224,1.65207669657969,0
Cre08.g377600,Cre08.g377600.t1.2,,"","",58,37,0.648527629498622,0.0117440014184605
Cre08.g377700,Cre08.g377700.t1.2,_,"predicted protein","Expressed protein of unknown function",248,140,0.824913293441909,1.27452438603015e-08
Cre08.g377850,Cre08.g377850.t1.1,,"","",18,28,-0.637429920615292,0.0919624106884954
Cre08.g377900,Cre08.g377900.t1.1,,"","",109,80,0.446256229889564,0.0144141251560711
Cre08.g377950,Cre08.g377950.t1.1,,"","",239,24,3.31590430725959,0
Cre08.g378000,Cre08.g378000.t1.1,,"","",477,675,-0.500898235932682,2.9770862584862e-09
Cre08.g378050,Cre08.g378050.t1.1,NUOP5,"NADH:ubiquinone oxidoreductase 16 kDa subunit","mitochondrial NADH:ubiquinone oxidoreductase (Complex I) 16 kDa subunit precursor; gi.AAS58503 [PMID: 15450959; PMID: 15710684]; unknown evolutionary origin",1290,1238,0.059359751096352,0.145914620444289
Cre08.g378100,Cre08.g378100.t1.2,_,"hypothetical protein","Conserved hypothetical protein",45,24,0.906890595608518,0.00381026092751291
Cre08.g378150,Cre08.g378150.t1.2,GLD2-N,"glucose-6-phosphate dehydrogenase","Possible plastidic glucose-6-phosphate-1-dehydrogenase, amino portion, based on similarity to plastidic G6P DH from Dunaliella bioculata (CAB52685); may be pseudogene",328,243,0.432739501012303,0.000155885516697651
Cre08.g378200,Cre08.g378200.t1.1,,"","",92,55,0.742202242532353,0.000815655626353884
Cre08.g378250,Cre08.g378250.t1.1,,"","",164,278,-0.761389068105424,3.26193276759934e-08
Cre08.g378300,Cre08.g378300.t1.2,,"","",78,64,0.285402218862248,0.103979210759314
Cre08.g378376,Cre08.g378376.t1.1,,"","",3854,5256,-0.447608704026609,2.88712581745808e-49
Cre08.g378450,Cre08.g378450.t1.2,,"","",27,32,-0.245112497836531,0.301461600628575
Cre08.g378500,Cre08.g378500.t1.2,,"","",40,30,0.415037499278844,0.0941081015115137
Cre08.g378550,Cre08.g378550.t1.1,NUOP4,"NADH:ubiquinone oxidoreductase 9 kDa subunit","mitochondrial NADH:ubiquinone oxidoreductase (Complex I) 9 kDa subunit precursor, mitochondrial [AAS58498.1, [PMID: 15450959; PMID: 15710684]; unknown evolutionary origin",788,659,0.257917164448325,0.00031355209347228
Cre08.g378600,Cre08.g378600.t1.2,,"","",23,8,1.52356195605701,0.0016634464263916
Cre08.g378650,Cre08.g378650.t1.1,_,"predicted protein","Protein of unknown function; strong similarity to hypothetic proteins in cyanobacteria and Arabidopsis",124,78,0.668794091524627,0.00044890711932466
Cre08.g378700,Cre08.g378700.t1.1,,"","",28,31,-0.146841388329271,0.39742182699143
Cre08.g378750,Cre08.g378750.t1.1,,"","",71,84,-0.242570303274078,0.167567600541618
Cre08.g378800,Cre08.g378800.t1.1,,"","",849,820,0.0501406440475925,0.231378040456417
Cre08.g378850,Cre08.g378850.t1.1,RPPK1,"ribose-phosphate pyrophosphokinase","ribose-phosphate pyrophosphokinase (RPPK) = phosphoribosylpyrophosphate synthetase (P-Rib-PP synthetase) (PRPP synthetase); normally highly regulated enzyme; PRPP is an essential precursor for purine and pyrimidine nucleotides",259,323,-0.318582067007371,0.0044794455816175
Cre08.g378900,Cre08.g378900.t1.1,NUO3,"NADH:ubiquinone oxidoreductase ND3 subunit","NADH dehydrogenase subunit (Complex I) 3 precursor [=ND3], mitochondrial. gi|33943533|gb|AAQ55461.1| [=ND3; NAD3] [PMID: 15710684; PMID: 15450959]",1288,1184,0.121463512485667,0.0173386718399166
Cre08.g379000,Cre08.g379000.t1.1,,"","",165,160,0.0443941193584534,0.3696638221187
Cre08.g379150,Cre08.g379150.t1.1,,"","",31,34,-0.133266530863464,0.402158500096699
Cre08.g379200,Cre08.g379200.t1.2,CPLD18,"predicted protein","Conserved expressed protein; contains a HExxH motif typical of Zn-binding metalloproteases, but this motif is not embedded in a transmembrane segment as in RseP",340,390,-0.197939377611909,0.0348353420554984
Cre08.g379300,Cre08.g379300.t1.2,,"","",53,44,0.268488835925902,0.154966767119504
Cre08.g379350,Cre08.g379350.t1.2,TPT1,"phosphate/phosphoenolpyruvate translocator","putative phosphate/phosphoenolpyruvate translocator; identical to reported Chlamydomonas TPT (GenBank AAO20101)",442,315,0.488694541004153,1.55875381002701e-06
Cre08.g379400,Cre08.g379400.t1.2,,"","",106,72,0.557995453120887,0.00426067444163103
Cre08.g379450,Cre08.g379450.t1.2,,"","",21,20,0.070389327891398,0.377614328752315
Cre08.g379500,Cre08.g379500.t1.2,,"","",99,67,0.563267429621837,0.00510633157631579
Cre08.g379550,Cre08.g379550.t1.2,MFT11,"major facilitator superfamily protein","related to putative Arabidopsis sodium, phosphate major facilitator superfamily of transporters",90,14,2.68449817427207,6.66133814775094e-16
Cre08.g379650,Cre08.g379650.t1.1,TIC20,"20 kDa translocon at the inner membrane of chloroplasts","Similar to Tic20 from Pisum sativum (AAC64607); has three predicted transmembrane domains; sequence alignment implies localisation within the inner membrane of chloroplast and interactions with Tic22 and Tic110; TargetP prediction: chloroplast (0.985; confidence: 1); predicted mature protein starts at residue A75; predicted mature protein region has significant alignment with cyanobacterial proteins: Anabaena variabilis ATCC 29413: ABA21696; Nostoc sp. PCC 7120: BAB76503. [PMID: 15242632; PMID: 11910011; PMID: 9817756; PMID: 16092526]",418,832,-0.99308058606021,2.16464674205257e-32
Cre08.g379750,Cre08.g379750.t1.1,,"","",55,30,0.874469117916141,0.00225582020417758
Cre08.g379800,Cre08.g379800.t1.1,,"","",29,16,0.857980995127572,0.0178489017775973
Cre08.g379950,Cre08.g379950.t1.2,_,"prolyl 4-hydroxylase alpha subunit","does not appear to be directed to secretory pathway; predicted chloroplastic by TargetP",72,105,-0.54432051622381,0.00795996282620954
Cre08.g380000,Cre08.g380000.t1.1,,"","",178,197,-0.146318388489978,0.176318337830018
Cre08.g380050,Cre08.g380050.t1.2,,"","",284,173,0.715118891867958,7.01052870200058e-08
Cre08.g380150,Cre08.g380150.t1.2,,"","",25,26,-0.0565835283663674,0.5
Cre08.g380200,Cre08.g380200.t1.1,SHKD1,"dehydroquinate dehydratase","putative dehydroquinate dehydratase/shikimate:NADP oxidoreductase (EC:4.2.1.10 -- 1.1.1.25); fusion protein similar to that described for tomato [PMID: 11299368]; predicted mitochondrial by Target-P, but plastidic by homology",70,166,-1.24575641440196,1.79960722102764e-10
Cre08.g380250,Cre08.g380250.t1.1,CP12,"small protein associating with GAPDH and PRK","small Intrinsically Unstructured Polypeptide, associating with GAPDH and PRK and modifying their enzymatic properties; chloroplast-targeted [PMID: 8980547, PMID: 12492483, PMID: 12846565]",18579,16779,0.147016115731946,0
Cre08.g380300,Cre08.g380300.t1.2,MSRA3,"peptide methionine sulfoxide reductase","_",242,218,0.150678912497668,0.121866614758429
Cre08.g380350,Cre08.g380350.t1.1,,"","",61,27,1.17584983539942,7.85743355150581e-05
Cre08.g380400,Cre08.g380400.t1.1,MAD2,"mitotic spindle assembly checkpoint protein","Similar to MAD2 mitotic spindle assembly checkpoint protein",346,200,0.790772037862,1.23325127887597e-10
Cre08.g380450,Cre08.g380450.t1.2,,"","",68,51,0.415037499278844,0.0492618137011287
Cre08.g380466,Cre08.g380466.t1.1,,"","",92,64,0.523561956057013,0.00997287436841721
Cre08.g380550,Cre08.g380550.t1.1,,"","",19,11,0.788495894806288,0.0493685733526946
Cre08.g380600,Cre08.g380600.t1.2,,"","",308,237,0.378043291796642,0.00100693115163397
Cre08.g380650,Cre08.g380650.t1.2,,"","",24,19,0.337034987277571,0.180188826467884
Cre08.g380700,Cre08.g380700.t1.1,,"","",105,34,1.62678267641578,1.9896961855892e-10
Cre08.g380750,Cre08.g380750.t1.1,,"","",55,60,-0.125530882083859,0.354661365161413
Cre08.g380763,Cre08.g380763.t1.1,,"","",34,35,-0.0418201756946271,0.5
Cre08.g380850,Cre08.g380850.t1.1,,"","",41,26,0.657112286476991,0.0249000571473644
Cre08.g380900,Cre08.g380900.t1.2,,"","",62,31,1,0.00040500438693114
Cre08.g380950,Cre08.g380950.t1.1,,"","",482,229,1.07368554813302,0
Cre08.g380980,Cre08.g380980.t1.1,,"","",30,12,1.32192809488736,0.00144362398714293
Cre08.g381000,Cre08.g381000.t1.1,,"","",68,21,1.69514541847158,8.88482030170223e-08
Cre08.g381050,Cre08.g381050.t1.2,,"","",37,43,-0.216811389073148,0.288215313094196
Cre08.g381100,Cre08.g381100.t1.2,,"","",46,23,1,0.00177240642351051
Cre08.g381150,Cre08.g381150.t1.1,,"","",39,74,-0.924051146766702,0.000638812675724389
Cre08.g381200,Cre08.g381200.t1.1,,"","",617,268,1.20303748869165,0
Cre08.g381250,Cre08.g381250.t1.1,,"","",16,17,-0.0874628412503394,0.5
Cre08.g381300,Cre08.g381300.t1.1,,"","",72,23,1.6463630453853,7.31491178740384e-08
Cre08.g381350,Cre08.g381350.t1.1,,"","",131,126,0.0561430780375339,0.354140902218362
Cre08.g381400,Cre08.g381400.t1.1,,"","",17,18,-0.082462160191973,0.5
Cre08.g381450,Cre08.g381450.t1.1,,"","",306,224,0.450032920635048,0.000151833405233948
Cre08.g381500,Cre08.g381500.t1.2,,"","",41,37,0.148098638989134,0.285793359001536
Cre08.g381510,Cre08.g381510.t1.1,,"","",42,43,-0.0339473319233377,0.5
Cre08.g381650,Cre08.g381650.t1.2,,"","",29,25,0.214124805352847,0.248308717658967
Cre08.g381700,Cre08.g381700.t1.2,,"","",67,75,-0.162729500038108,0.278535493555164
Cre08.g381707,Cre08.g381707.t1.1,,"","",188,252,-0.422691071822279,0.00131485325588487
Cre08.g381750,Cre08.g381750.t1.2,,"","",42,10,2.0703893278914,1.01888493064806e-06
Cre08.g381800,Cre08.g381800.t1.2,,"","",409,278,0.557015960218241,2.19522711231157e-07
Cre08.g381850,Cre08.g381850.t1.1,,"","",26,15,0.793549122532574,0.0297919440090481
Cre08.g381900,Cre08.g381900.t1.1,,"","",26,20,0.37851162325373,0.15099780659483
Cre08.g381950,Cre08.g381950.t1.1,,"","",44,36,0.289506617194985,0.157153289931968
Cre08.g382100,Cre08.g382100.t1.1,,"","",31,21,0.561878887608115,0.0631735379069606
Cre08.g382200,Cre08.g382200.t1.2,,"","",32,1,5,1.16415321826935e-10
Cre08.g382250,Cre08.g382250.t1.1,,"","",21,25,-0.251538766995965,0.329369038511828
Cre08.g382300,Cre08.g382300.t1.1,CCB4,"CGLD23 protein, required for cyt b6 assembly","CGLD23, involved in covalent heme binding to cyt b6; conserved in plant lineage and diatoms (organisms performing oxygenic photosynthesis). The protein is localized to the chloroplast and homologous to CCB2. PMID: 17535914",72,95,-0.399930606888635,0.0441879041999827
Cre08.g382350,Cre08.g382350.t1.1,_,"solute carrier protein","putative plastidic phosphate/phosphoenolpyruvate translocator protein",301,231,0.381870635343644,0.00102685486650744
Cre08.g382400,Cre08.g382400.t1.2,,"","",32,16,1,0.0066416407811225
Cre08.g382450,Cre08.g382450.t1.1,,"","",57,63,-0.144389909335175,0.324130025910503
Cre08.g382500,Cre08.g382500.t1.1,RPS25,"Ribosomal protein S25, component of cytosolic 80S ribosome and 40S small subunit","Cytosolic 80S ribosomal protein S25; Cytosolic 40S small ribosomal subunit protein S25",58791,65958,-0.165952336077932,7.19619845870408e-92
Cre08.g382556,Cre08.g382556.t1.1,,"","",21,14,0.584962500721156,0.087732624495402
Cre08.g382600,Cre08.g382600.t1.1,,"","",63,54,0.222392421336448,0.177639840826124
Cre08.g382650,Cre08.g382650.t1.2,,"","",57,45,0.341036917835067,0.0988949315340416
Cre08.g382689,Cre08.g382689.t1.1,UBQ3,"bi-ubiquitin","post-translationally modifies proteins to tag them for proteasome-mediated degradation, internalization etc..; contains two ubiquitin domains in tandem",76,55,0.466567799918926,0.0270854001936165
Cre08.g382800,Cre08.g382800.t1.1,,"","",397,282,0.493443844744164,4.05873007702784e-06
Cre08.g382850,Cre08.g382850.t1.1,ISD11,"mitochondrial protein of LYR family","Complex 1 protein (LYR family); Similar to yeast ISD11, which forms a complex with the cys desulfurase NFS1; localized to mitochondria",161,149,0.111748357652456,0.23017848289291
Cre08.g382900,Cre08.g382900.t1.2,,"","",49,37,0.405256478486258,0.0802892095669899
Cre08.g382950,Cre08.g382950.t1.1,,"","",1323,777,0.767826557870967,0
Cre08.g383000,Cre08.g383000.t1.2,,"","",30,24,0.321928094887362,0.170445470610049
Cre08.g383050,Cre08.g383050.t1.2,,"","",186,134,0.473069620650259,0.00149458066963248
Cre08.g383100,Cre08.g383100.t1.2,,"","",99,55,0.84799690655495,0.000130708051301553
Cre08.g383150,Cre08.g383150.t1.1,NAT5,"N-acetyl-transferase-like protein","contains similarity to N-acetyl-transferase 5 that catalyzes the first step of melatonin biosynthesis",155,159,-0.0367585500101178,0.432797662685916
Cre08.g383250,Cre08.g383250.t1.1,_,"predicted protein","Expressed protein of unknown function",84,59,0.509674373416919,0.0146657972667331
Cre08.g383300,Cre08.g383300.t1.1,,"","",192,168,0.192645077942396,0.0937786793562924
Cre08.g383400,Cre08.g383400.t1.2,,"","",61,47,0.376148485885249,0.0742881738052811
Cre08.g383450,Cre08.g383450.t1.2,,"","",42,46,-0.131244533278253,0.37466450160114
Cre08.g383535,Cre08.g383535.t1.1,,"","",123,80,0.620586410451878,0.000970212821189143
Cre08.g383550,Cre08.g383550.t1.1,,"","",132,109,0.276209794581527,0.0609654966855687
Cre08.g383650,Cre08.g383650.t1.1,,"","",26,31,-0.253756592245783,0.298320880186541
Cre08.g383719,Cre08.g383719.t1.1,,"","",48,49,-0.0297473433940521,0.5
Cre08.g383750,Cre08.g383750.t1.2,,"","",18,29,-0.68805599368526,0.0719325442202745
Cre08.g383800,Cre08.g383800.t1.2,,"","",41,34,0.270089163367744,0.177849619540744
Cre08.g383850,Cre08.g383850.t1.2,,"","",415,518,-0.319840761452267,0.000415330072918369
Cre08.g383900,Cre08.g383900.t1.2,,"","",25,22,0.184424571137428,0.280032314790105
Cre08.g384000,Cre08.g384000.t1.2,,"","",50,73,-0.545968369105293,0.0234250395932279
Cre08.g384100,Cre08.g384100.t1.2,,"","",32,36,-0.169925001442312,0.358150380077168
Cre08.g384150,Cre08.g384150.t1.2,,"","",180,129,0.480625840906421,0.00151625630112107
Cre08.g384200,Cre08.g384200.t1.1,,"","",26,18,0.53051471669878,0.0870855736353633
Cre08.g384300,Cre08.g384300.t1.2,,"","",53,33,0.683526335204746,0.0114912959535785
Cre08.g384400,Cre08.g384400.t1.1,,"","",61,48,0.34577483684173,0.0898355353973359
Cre08.g384550,Cre08.g384550.t1.2,,"","",55,38,0.533432200081074,0.0306929493522298
Cre08.g384600,Cre08.g384600.t1.1,,"","",23,13,0.823122237915921,0.0326226676115767
Cre08.g384628,Cre08.g384628.t1.1,,"","",43,54,-0.328622747461371,0.154966767119504
Cre08.g384700,Cre08.g384700.t1.2,,"","",41,45,-0.134301091711591,0.373267191144529
Cre08.g384750,Cre08.g384750.t1.1,_,"alpha-amylase-like protein","_",570,176,1.69538649041481,0
Cre08.g384800,Cre08.g384800.t1.1,,"","",307,144,1.09216984392787,2.88657986402541e-15
Cre08.g384864,Cre08.g384864.t1.1,,"","",60,50,0.263034405833794,0.147116854222146
Cre08.g384900,Cre08.g384900.t1.1,,"","",282,327,-0.213595473099289,0.0372522969674652
Cre08.g384950,Cre08.g384950.t1.1,,"","",23,18,0.3536369546147,0.174444439724539
Cre08.g385050,Cre08.g385050.t1.2,MAPK2,"Mitogen-Activated Protein Kinase 2","Mitogen-Activated Protein Kinase 2; downstream kinase in the canonical MAP kinase pathway",175,143,0.291339775053939,0.032032525102632
Cre08.g385100,Cre08.g385100.t1.1,,"","",208,150,0.471621027645211,0.000890111380595138
Cre08.g385150,Cre08.g385150.t1.2,,"","",19,14,0.440572591385981,0.148103184299543
Cre08.g385200,Cre08.g385200.t1.1,SMP3,"small nuclear ribonucleoprotein E","putative small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E) (Sm-E)",592,723,-0.288398471322168,0.000166848481929044
Cre08.g385250,Cre08.g385250.t1.1,,"","",36,19,0.921997487998727,0.00722691676691389
Cre08.g385300,Cre08.g385300.t1.1,,"","",24,22,0.125530882083859,0.329369038511828
Cre08.g385350,Cre08.g385350.t1.1,,"","",266,165,0.688960221255374,3.99510968751571e-07
Cre08.g385400,Cre08.g385400.t1.1,,"","",40,29,0.46394709975979,0.0740160903463792
Cre08.g385450,Cre08.g385450.t1.1,,"","",54,49,0.14017765804826,0.277300533332437
Cre08.g385500,Cre08.g385500.t1.1,AMYA1,"alpha-amylase","_",245,410,-0.742842160502876,5.91745249128043e-11
Cre08.g385550,Cre08.g385550.t1.2,,"","",20,15,0.415037499278844,0.155252329539508
Cre08.g385600,Cre08.g385600.t1.2,,"","",37,32,0.20945336562895,0.235184265929072
Cre08.g385683,Cre08.g385683.t1.1,,"","",299,203,0.558665757012929,7.05158858582688e-06
Cre08.g385700,Cre08.g385700.t1.1,SNAPG1,"gamma SNAP","Gamma-SNAP, adaptor protein connecting NSF to cis-SNARE complex; hypothetical conserved protein.",370,275,0.42809365210429,7.63802651478906e-05
Cre08.g385800,Cre08.g385800.t1.2,,"","",26,21,0.308122295362332,0.190846698831606
Cre08.g385850,Cre08.g385850.t1.1,CDKC1,"cyclin dependent kinase","Cyclin dependent kinase; Plant specific CDKC ortholog; PITAIRE motif",92,93,-0.0155968550510185,0.5
Cre08.g385900,Cre08.g385900.t1.1,,"","",424,391,0.116895657255847,0.116823092142364
Cre08.g385951,Cre08.g385951.t1.1,,"","",75,154,-1.03796785019902,9.72703760531047e-08
Cre08.g386000,Cre08.g386000.t1.2,,"","",21,16,0.39231742277876,0.162004300043918
Cre08.g386050,Cre08.g386050.t1.1,,"","",101,62,0.70401517236492,0.000823436215743212
Cre08.g386100,Cre08.g386100.t1.2,,"","",132,82,0.68684211474037,0.000231107490207827
Cre09.g386200,Cre09.g386200.t1.2,,"","",108,199,-0.88173711838018,1.15112189181869e-07
Cre09.g386250,Cre09.g386250.t1.1,,"","",168,104,0.691877704637668,3.76125098703328e-05
Cre09.g386350,Cre09.g386350.t1.2,,"","",58,71,-0.29176612437711,0.145343927390368
Cre09.g386400,Cre09.g386400.t1.1,UBA1,"ubiquitin-activating enzyme E1","Flagellar Associated Protein, found in the flagellar proteome as FAP124 [PMID: 15998802]; related to Ubiquitin-activating enzyme E1 2",540,453,0.253448357004596,0.00260146856238253
Cre09.g386450,Cre09.g386450.t1.1,,"","",57,43,0.406625259462644,0.0666053096036067
Cre09.g386550,Cre09.g386550.t1.1,_,"ARF-GAP protein","Expressed Protein. Conserved Protein, similar to putative ARF GTPase activating protein.",102,68,0.584962500721156,0.00354416171242089
Cre09.g386600,Cre09.g386600.t1.2,,"","",87,67,0.376854305390956,0.0451383636645555
Cre09.g386650,Cre09.g386650.t1.1,ANT1,"Adenine Nucleotide Translocator","Adenine Nucleotide Translocator 1, mitochondrial; ADP,ATP carrier protein (ADP/ATP translocase) (Adenine nucleotide translocator) [gi:113465, PMID: 8455552]",17948,16045,0.161699299507175,0
Cre09.g386700,Cre09.g386700.t1.1,_,"kinesin motor family protein","_",162,119,0.445032239576681,0.00427623425720469
Cre09.g386750,Cre09.g386750.t1.1,HSP90A,"Heat shock protein 90A","HSP90A is one of 3 HSP90 genes in Chlamydomonas; HSP90A is localized to the cytosol; PMID: 16143837 and 15995001",1459,1799,-0.302215303333591,1.38756697671593e-09
Cre09.g386800,Cre09.g386800.t1.1,,"","",20,22,-0.137503523749935,0.438807164376158
Cre09.g386850,Cre09.g386850.t1.2,,"","",115,94,0.290901199266738,0.0639331534458307
Cre09.g386900,Cre09.g386900.t1.1,RABC1,"small Rab-related GTPase","Expressed Protein. Similar to the RabC/Rab18 family of small GTP-ases; One of 3 C-type Rabs.",58,43,0.431716240425474,0.0554591748303201
Cre09.g386950,Cre09.g386950.t1.2,,"","",52,65,-0.321928094887362,0.133591152495198
Cre09.g387000,Cre09.g387000.t1.1,CGL34,"predicted protein","Conserved expressed protein of unknown function; strong similarity to Arabidopsis, rice and Medicago hypothetical protein sequences",382,463,-0.277439555224488,0.00294472638181619
Cre09.g387050,Cre09.g387050.t1.1,_,"sugar/carbohydrate kinase","Ribokinase/pfkB superfamily: Kinases that accept a wide variety of substrates, including carbohydrates and aromatic small molecules, all are phosphorylated at a hydroxyl group",101,37,1.44875811712285,8.44870273741805e-09
Cre09.g387100,Cre09.g387100.t1.1,CGL12,"predicted protein","conserved expressed protein",97,78,0.314510623324879,0.0651673774164754
Cre09.g387150,Cre09.g387150.t1.1,,"","",36,23,0.6463630453853,0.0337223059503945
Cre09.g387200,Cre09.g387200.t1.2,,"","",32,19,0.752072486556414,0.0244369461591352
Cre09.g387250,Cre09.g387250.t1.2,,"","",38,25,0.604071323668861,0.0384629168048047
Cre09.g387300,Cre09.g387300.t1.2,,"","",16,27,-0.754887502163469,0.0631447371927151
Cre09.g387350,Cre09.g387350.t1.1,,"","",83,103,-0.311461095836294,0.0816991159836966
Cre09.g387450,Cre09.g387450.t1.2,,"","",343,98,1.8073549220576,0
Cre09.g387500,Cre09.g387500.t1.1,,"","",394,202,0.963840336704582,7.7715611723761e-16
Cre09.g387550,Cre09.g387550.t1.2,,"","",41,37,0.148098638989134,0.285793359001536
Cre09.g387600,Cre09.g387600.t1.1,,"","",56,26,1.10691520391651,0.000267360745664136
Cre09.g387700,Cre09.g387700.t1.1,,"","",92,133,-0.531720479444177,0.00376139799606755
Cre09.g387750,Cre09.g387750.t1.2,,"","",35,43,-0.296981737757131,0.21410351785879
Cre09.g387800,Cre09.g387800.t1.1,FER1,"pre-apoferritin","ferritin, chloroplast precursor, pre-apoferritin gi|20530724|gb|AF503338",1031,1273,-0.30418808653325,2.51392398407991e-07
Cre09.g387850,Cre09.g387850.t1.1,RWP13,"RWP-RK transcription factor","putative RWP-RK domain transcription factor [PMID: 15785851]; model is very tentative",25,25,0,0.443862413670391
Cre09.g387900,Cre09.g387900.t1.2,,"","",27,15,0.84799690655495,0.021779260961921
Cre09.g387934,Cre09.g387934.t1.1,,"","",39,9,2.11547721741994,1.65263335460963e-06
Cre09.g387950,Cre09.g387950.t1.2,,"","",29,20,0.53605290024021,0.076203885980739
Cre09.g388000,Cre09.g388000.t1.1,CDKD1,"CDK activating kinase","Cyclin dependent kinase activating kinase; homologous to plant CDKD and animal CDK7 subfamilies; DPTLARE motif",62,47,0.399607458709238,0.0625022706629166
Cre09.g388050,Cre09.g388050.t1.1,,"","",38,25,0.604071323668861,0.0384629168048047
Cre09.g388100,Cre09.g388100.t1.2,,"","",30,19,0.658963082164933,0.0427165665786974
Cre09.g388150,Cre09.g388150.t1.1,MRPL36,"mitochondrial ribosomal protein L36","Putative mitochondrial ribosomal protein L36, imported to mitochondria",404,280,0.528928465806828,8.24112810882127e-07
