Pathway-id	Pathway-name	Reaction-id	EC	Protein-id	Protein-name	Gene-id	Gene-name
PWY-6773	1,3-&beta;-D-glucan biosynthesis	13-BETA-GLUCAN-SYNTHASE-RXN	EC-2.4.1.34	CRE03.G185350-MONOMER	callose synthase	CRE03.G185350	Cre03.g185350
PWY-6773	1,3-&beta;-D-glucan biosynthesis	13-BETA-GLUCAN-SYNTHASE-RXN	EC-2.4.1.34	CRE03.G183700-MONOMER	callose synthase	CRE03.G183700	Cre03.g183700
PWY-6773	1,3-&beta;-D-glucan biosynthesis	13-BETA-GLUCAN-SYNTHASE-RXN	EC-2.4.1.34	CRE03.G185000-MONOMER	callose synthase	CRE03.G185000	Cre03.g185000
PWY-6773	1,3-&beta;-D-glucan biosynthesis	13-BETA-GLUCAN-SYNTHASE-RXN	EC-2.4.1.34	CRE03.G198200-MONOMER	callose synthase	CRE03.G198200	Cre03.g198200
PWY-6773	1,3-&beta;-D-glucan biosynthesis	13-BETA-GLUCAN-SYNTHASE-RXN	EC-2.4.1.34	CRE04.G214650-MONOMER	callose synthase	CRE04.G214650	Cre04.g214650
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	RXNIO2-13	EC-2.3.1	GIO2-3541-MONOMER	galactolipid:diacylglycerol acyltransferase	GIO2-3541	PDAT1
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	2.3.1.158-RXN	EC-2.3.1.158	CRE06.G299050-MONOMER	Phospholipid:diacylglycerol acyltransferase	CRE06.G299050	Cre06.g299050
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	2.3.1.158-RXN	EC-2.3.1.158	CRE09.G386912-MONOMER	Phospholipid:diacylglycerol acyltransferase	CRE09.G386912	Cre09.g386912
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	2.3.1.158-RXN	EC-2.3.1.158	CRE02.G106400-MONOMER	Phospholipid:diacylglycerol acyltransferase	CRE02.G106400	Cre02.g106400
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	2.3.1.158-RXN	EC-2.3.1.158	CRE02.G079003-MONOMER	Phospholipid:diacylglycerol acyltransferase	CRE02.G079003	Cre02.g079003
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	2.3.1.158-RXN	EC-2.3.1.158	CRE02.G079050-MONOMER	Phospholipid:diacylglycerol acyltransferase	CRE02.G079050	Cre02.g079050
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	2.3.1.158-RXN	EC-2.3.1.158	CRE12.G557750-MONOMER	Phospholipid:diacylglycerol acyltransferase	CRE12.G557750	Cre12.g557750
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	2.3.1.158-RXN	EC-2.3.1.158	GIO2-3541-MONOMER	Phospholipid:diacylglycerol acyltransferase	GIO2-3541	PDAT1
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	RXN-12383	EC-2.3.1	GIO2-3541-MONOMER	diacylglycerol transacylase	GIO2-3541	PDAT1
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	RXN-1623	EC-2.3.1.51	CRE06.G289800-MONOMER	acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-<i>O</i>-acyltransferase	CRE06.G289800	Cre06.g289800
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	RXN-1623	EC-2.3.1.51	CRE09.G402404-MONOMER	acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-<i>O</i>-acyltransferase	CRE09.G402404	Cre09.g402404
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	RXN-1623	EC-2.3.1.51	CRE09.G398289-MONOMER	acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-<i>O</i>-acyltransferase	CRE09.G398289	Cre09.g398289
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	RXN-1623	EC-2.3.1.51	CRE17.G738350-MONOMER	acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-<i>O</i>-acyltransferase	CRE17.G738350	Cre17.g738350
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	RXN-1623	EC-2.3.1.51	CRE01.G000300-MONOMER	acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-<i>O</i>-acyltransferase	CRE01.G000300	Cre01.g000300
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	RXN-1381	EC-2.3.1.15	CRE06.G273250-MONOMER	acyl-CoA:<i>sn</i>-glycerol-3-phosphate 1-<i>O</i>-acyltransferase	CRE06.G273250	Cre06.g273250
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	RXN-1381	EC-2.3.1.15	CRE02.G143000-MONOMER	acyl-CoA:<i>sn</i>-glycerol-3-phosphate 1-<i>O</i>-acyltransferase	CRE02.G143000	Cre02.g143000
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	EC-2.3.1.20	CRE08.G377300-MONOMER	acyl-CoA:diacylglycerol acyltransferase	CRE08.G377300	Cre08.g377300
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	EC-2.3.1.20	CRE08.G365950-MONOMER	acyl-CoA:diacylglycerol acyltransferase	CRE08.G365950	Cre08.g365950
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	EC-2.3.1.20	CRE03.G205050-MONOMER	acyl-CoA:diacylglycerol acyltransferase	CRE03.G205050	Cre03.g205050
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	EC-2.3.1.20	CRE01.G045903-MONOMER	acyl-CoA:diacylglycerol acyltransferase	CRE01.G045903	Cre01.g045903
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	EC-2.3.1.20	CRE12.G521650-MONOMER	acyl-CoA:diacylglycerol acyltransferase	CRE12.G521650	Cre12.g521650
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	EC-2.3.1.20	CRE12.G557750-MONOMER	acyl-CoA:diacylglycerol acyltransferase	CRE12.G557750	Cre12.g557750
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	PHOSPHATIDATE-PHOSPHATASE-RXN	EC-3.1.3.4	CRE16.G673553-MONOMER	phosphatidate phosphatase	CRE16.G673553	Cre16.g673553
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	PHOSPHATIDATE-PHOSPHATASE-RXN	EC-3.1.3.4	CRE06.G272400-MONOMER	phosphatidate phosphatase	CRE06.G272400	Cre06.g272400
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	PHOSPHATIDATE-PHOSPHATASE-RXN	EC-3.1.3.4	CRE06.G295250-MONOMER	phosphatidate phosphatase	CRE06.G295250	Cre06.g295250
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	PHOSPHATIDATE-PHOSPHATASE-RXN	EC-3.1.3.4	CRE05.G230900-MONOMER	phosphatidate phosphatase	CRE05.G230900	Cre05.g230900
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	PHOSPHATIDATE-PHOSPHATASE-RXN	EC-3.1.3.4	CRE03.G150050-MONOMER	phosphatidate phosphatase	CRE03.G150050	Cre03.g150050
PWYIO2-7	triacylglycerol biosynthesis (Chlamydomonas)	PHOSPHATIDATE-PHOSPHATASE-RXN	EC-3.1.3.4	CRE12.G506600-MONOMER	phosphatidate phosphatase	CRE12.G506600	Cre12.g506600
PWY-6577	farnesylcysteine salvage pathway	FARNESOL-DEHYDROGENASE-RXN	EC-1.1.1.216	CRE10.G432900-MONOMER		CRE10.G432900	Cre10.g432900
PWY-6577	farnesylcysteine salvage pathway	FARNESOL-DEHYDROGENASE-RXN	EC-1.1.1.216	CRE14.G623650-MONOMER		CRE14.G623650	Cre14.g623650
PWY-6577	farnesylcysteine salvage pathway	FARNESOL-DEHYDROGENASE-RXN	EC-1.1.1.216	MONOMERIO2-5801		CRE02.G113652	Cre02.g113652
PWY-6577	farnesylcysteine salvage pathway	FARNESOL-DEHYDROGENASE-RXN	EC-1.1.1.216	CRE09.G397400-MONOMER		CRE09.G397400	Cre09.g397400
PWY-6577	farnesylcysteine salvage pathway	FARNESOL-DEHYDROGENASE-RXN	EC-1.1.1.216	CRE11.G480650-MONOMER		CRE11.G480650	Cre11.g480650
PWY-6577	farnesylcysteine salvage pathway	RXN-11626	EC-2.7.4.32	unknown	unknown	unknown	unknown
PWY-6577	farnesylcysteine salvage pathway	RXN-11625	EC-2.7.1.216	unknown	unknown	unknown	unknown
PWY-6577	farnesylcysteine salvage pathway	RXN-11623	EC-1.8.3.6	CRE10.G425200-MONOMER		CRE10.G425200	Cre10.g425200
PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4307	EC-2.5.1.27	unknown	unknown	unknown	unknown
PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4305	EC-2.5.1.112	unknown	unknown	unknown	unknown
PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4303	EC-2.5.1.112	unknown	unknown	unknown	unknown
PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4317	-	unknown	unknown	unknown	unknown
PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4313	EC-3.2.2	CRE07.G340900-MONOMER	<i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-monophosphate phosphoribohydrolase	CRE07.G340900	Cre07.g340900
PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4313	EC-3.2.2	CRE01.G039850-MONOMER	<i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-monophosphate phosphoribohydrolase	CRE01.G039850	Cre01.g039850
PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4314	-	CRE07.G340900-MONOMER	<i>trans</i>-zeatin riboside monophosphate phosphoribohydrolase	CRE07.G340900	Cre07.g340900
PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4314	-	CRE01.G039850-MONOMER	<i>trans</i>-zeatin riboside monophosphate phosphoribohydrolase	CRE01.G039850	Cre01.g039850
PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4308	EC-1.14.14	unknown	unknown	unknown	unknown
PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4312	-	unknown	unknown	unknown	unknown
PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4306	EC-1.14.14	unknown	unknown	unknown	unknown
PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4310	-	unknown	unknown	unknown	unknown
PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4304	EC-1.14.14	unknown	unknown	unknown	unknown
HEME-BIOSYNTHESIS-II	heme <i>b</i> biosynthesis I (aerobic)	RXN0-1461	EC-1.3.3.3	CRE02.G092600-MONOMER	coproporphyrinogen III oxidase	CRE02.G092600	Cre02.g092600
HEME-BIOSYNTHESIS-II	heme <i>b</i> biosynthesis I (aerobic)	RXN0-1461	EC-1.3.3.3	CRE02.G085450-MONOMER	coproporphyrinogen III oxidase	CRE02.G085450	Cre02.g085450
HEME-BIOSYNTHESIS-II	heme <i>b</i> biosynthesis I (aerobic)	RXN0-1461	EC-1.3.3.3	GIO2-4540-MONOMER	coproporphyrinogen III oxidase	GIO2-4540	Cre02.g085450
HEME-BIOSYNTHESIS-II	heme <i>b</i> biosynthesis I (aerobic)	PROTOHEMEFERROCHELAT-RXN	EC-4.99.1.1	MONOMERIO2-5967	ferrochelatase	CRE07.G339750	Cre07.g339750
HEME-BIOSYNTHESIS-II	heme <i>b</i> biosynthesis I (aerobic)	PROTOPORGENOXI-RXN	EC-1.3.3.4	CRE09.G396300-MONOMER	protoporphyrinogen oxidase	CRE09.G396300	Cre09.g396300
HEME-BIOSYNTHESIS-II	heme <i>b</i> biosynthesis I (aerobic)	PROTOPORGENOXI-RXN	EC-1.3.3.4	GIO2-4449-MONOMER	protoporphyrinogen oxidase	GIO2-4449	Cre09.g396300
HEME-BIOSYNTHESIS-II	heme <i>b</i> biosynthesis I (aerobic)	UROGENDECARBOX-RXN	EC-4.1.1.37	CRE11.G467700-MONOMER	uroporphyrinogen decarboxylase	CRE11.G467700	Cre11.g467700
HEME-BIOSYNTHESIS-II	heme <i>b</i> biosynthesis I (aerobic)	UROGENDECARBOX-RXN	EC-4.1.1.37	CRE02.G076300-MONOMER	uroporphyrinogen decarboxylase	CRE02.G076300	Cre02.g076300
HEME-BIOSYNTHESIS-II	heme <i>b</i> biosynthesis I (aerobic)	UROGENDECARBOX-RXN	EC-4.1.1.37	MONOMERIO2-5798	uroporphyrinogen decarboxylase	CRE02.G073700	Cre02.g073700
DETOX1-PWY-1	reactive oxygen species degradation	DETOX1-PWY	-	unknown	unknown	unknown	unknown
DETOX1-PWY-1	reactive oxygen species degradation	RXN-12540	-	unknown	unknown	unknown	unknown
DETOX1-PWY-1	reactive oxygen species degradation	GLUTATHIONE-PEROXIDASE-RXN	EC-1.11.1.9	CRE08.G358525-MONOMER	glutathione peroxidase	CRE08.G358525	Cre08.g358525
DETOX1-PWY-1	reactive oxygen species degradation	GLUTATHIONE-PEROXIDASE-RXN	EC-1.11.1.9	CRE02.G078300-MONOMER	glutathione peroxidase	CRE02.G078300	Cre02.g078300
DETOX1-PWY-1	reactive oxygen species degradation	CATAL-RXN	EC-1.11.1.21	CRE09.G417150-MONOMER	catalase	CRE09.G417150	Cre09.g417150
DETOX1-PWY-1	reactive oxygen species degradation	CATAL-RXN	EC-1.11.1.21	CRE01.G045700-MONOMER	catalase	CRE01.G045700	Cre01.g045700
DETOX1-PWY-1	reactive oxygen species degradation	SUPEROX-DISMUT-RXN	EC-1.15.1.1	CRE16.G676150-MONOMER	superoxide dismutase	CRE16.G676150	Cre16.g676150
DETOX1-PWY-1	reactive oxygen species degradation	SUPEROX-DISMUT-RXN	EC-1.15.1.1	CRE17.G703176-MONOMER	superoxide dismutase	CRE17.G703176	Cre17.g703176
DETOX1-PWY-1	reactive oxygen species degradation	SUPEROX-DISMUT-RXN	EC-1.15.1.1	CRE13.G605150-MONOMER	superoxide dismutase	CRE13.G605150	Cre13.g605150
DETOX1-PWY-1	reactive oxygen species degradation	SUPEROX-DISMUT-RXN	EC-1.15.1.1	CRE02.G096150-MONOMER	superoxide dismutase	CRE02.G096150	Cre02.g096150
DETOX1-PWY-1	reactive oxygen species degradation	SUPEROX-DISMUT-RXN	EC-1.15.1.1	CRE10.G436050-MONOMER	superoxide dismutase	CRE10.G436050	Cre10.g436050
DETOX1-PWY-1	reactive oxygen species degradation	SUPEROX-DISMUT-RXN	EC-1.15.1.1	CRE12.G490300-MONOMER	superoxide dismutase	CRE12.G490300	Cre12.g490300
PANTO-PWY	phosphopantothenate biosynthesis I	PANTOTHENATE-KIN-RXN	EC-2.7.1.33	CRE13.G591400-MONOMER	pantothenate kinase	CRE13.G591400	Cre13.g591400
PANTO-PWY	phosphopantothenate biosynthesis I	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	EC-2.1.2.11	CRE12.G508550-MONOMER	3-methyl-2-oxobutanoate hydroxymethyltransferase	CRE12.G508550	Cre12.g508550
PANTO-PWY	phosphopantothenate biosynthesis I	2-DEHYDROPANTOATE-REDUCT-RXN	EC-1.1.1.169	CRE03.G163350-MONOMER	2-dehydropantoate 2-reductase	CRE03.G163350	Cre03.g163350
PANTO-PWY	phosphopantothenate biosynthesis I	PANTOATE-BETA-ALANINE-LIG-RXN	EC-6.3.2.1	CRE02.G090150-MONOMER	pantothenate synthetase	CRE02.G090150	Cre02.g090150
PWYDQC-4	indole-3-acetate biosynthesis I	RXNDQC-2	EC-1.14.13.168	unknown	unknown	unknown	unknown
PWYDQC-4	indole-3-acetate biosynthesis I	RXN-10139	EC-2.6.1.99	CRE01.G051800-MONOMER	tryptophan&mdash;pyruvate aminotransferase	CRE01.G051800	Cre01.g051800
PWY-5697	allantoin degradation to ureidoglycolate I (urea producing)	ALLANTOICASE-RXN	EC-3.5.3.4	CPLX-7520	allantoicase	unknown	unknown
PWY-5697	allantoin degradation to ureidoglycolate I (urea producing)	ALLANTOINASE-RXN	EC-3.5.2.5	CRE13.G592050-MONOMER	allantoinase	CRE13.G592050	Cre13.g592050
NAGLIPASYN-PWY	lipid IV<sub>A</sub> biosynthesis	UDPNACETYLGLUCOSAMACYLTRANS-RXN	EC-2.3.1.129	unknown	unknown	unknown	unknown
NAGLIPASYN-PWY	lipid IV<sub>A</sub> biosynthesis	UDPACYLGLCNACDEACETYL-RXN	EC-3.5.1.108	CRE16.G653350-MONOMER	UDP-3-<i>O</i>-acyl-<i>N</i>-acetylglucosamine deacetylase	CRE16.G653350	Cre16.g653350
NAGLIPASYN-PWY	lipid IV<sub>A</sub> biosynthesis	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN	EC-2.3.1.191	unknown	unknown	unknown	unknown
NAGLIPASYN-PWY	lipid IV<sub>A</sub> biosynthesis	LIPIDXSYNTHESIS-RXN	EC-3.6.1.54	unknown	unknown	unknown	unknown
NAGLIPASYN-PWY	lipid IV<sub>A</sub> biosynthesis	TETRAACYLDISACC4KIN-RXN	EC-2.7.1.130	unknown	unknown	unknown	unknown
NAGLIPASYN-PWY	lipid IV<sub>A</sub> biosynthesis	LIPIDADISACCHARIDESYNTH-RXN	EC-2.4.1.182	unknown	unknown	unknown	unknown
PWY-5805	nonaprenyl diphosphate biosynthesis I	TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN	EC-2.5.1.84	CRE13.G565650-MONOMER	solanesyl diphosphate synthase	CRE13.G565650	Cre13.g565650
PWY-6327	tetrathionate oxidation	RXN-10852	-	CRE12.G547302-MONOMER	tetrathionate hydrolase	CRE12.G547302	Cre12.g547302
PWY0-1325	superpathway of L-asparagine biosynthesis	ASPARAGINESYN-PWY	-	CRE16.G680700-MONOMER		CRE16.G680700	Cre16.g680700
PWY0-1325	superpathway of L-asparagine biosynthesis	ASPARAGINESYN-PWY	-	CRE09.G391171-MONOMER		CRE09.G391171	Cre09.g391171
PWY0-1325	superpathway of L-asparagine biosynthesis	ASPARAGINESYN-PWY	-	CRE01.G004300-MONOMER		CRE01.G004300	Cre01.g004300
PWY0-1325	superpathway of L-asparagine biosynthesis	ASPARAGINESYN-PWY	-	CRE10.G425300-MONOMER		CRE10.G425300	Cre10.g425300
PWY0-1325	superpathway of L-asparagine biosynthesis	ASPARAGINE-BIOSYNTHESIS	-	CRE16.G680700-MONOMER		CRE16.G680700	Cre16.g680700
PWY0-1325	superpathway of L-asparagine biosynthesis	ASPARAGINE-BIOSYNTHESIS	-	CRE09.G391171-MONOMER		CRE09.G391171	Cre09.g391171
PWY0-1325	superpathway of L-asparagine biosynthesis	ASPARAGINE-BIOSYNTHESIS	-	CRE01.G004300-MONOMER		CRE01.G004300	Cre01.g004300
PWY0-1325	superpathway of L-asparagine biosynthesis	ASPARAGINE-BIOSYNTHESIS	-	CRE10.G425300-MONOMER		CRE10.G425300	Cre10.g425300
PWY-3461	L-tyrosine biosynthesis II	RXN-5682	EC-1.3.1.78	CRE06.G278350-MONOMER	arogenate dehydrogenase	CRE06.G278350	Cre06.g278350
PWY-3461	L-tyrosine biosynthesis II	PREPHENATE-TRANSAMINE-RXN	EC-2.6.1.79	unknown	unknown	unknown	unknown
PWY-3461	L-tyrosine biosynthesis II	CHORISMATEMUT-RXN	EC-5.4.99.5	CRE03.G155200-MONOMER	chorismate mutase	CRE03.G155200	Cre03.g155200
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CRE07.G334550-MONOMER	photosystem I	CRE07.G334550	Cre07.g334550
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CRE07.G330250-MONOMER	photosystem I	CRE07.G330250	Cre07.g330250
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CRE09.G412100-MONOMER	photosystem I	CRE09.G412100	Cre09.g412100
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CRE17.G724300-MONOMER	photosystem I	CRE17.G724300	Cre17.g724300
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CRE05.G238332-MONOMER	photosystem I	CRE05.G238332	Cre05.g238332
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CRE02.G082500-MONOMER	photosystem I	CRE02.G082500	Cre02.g082500
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CRE03.G165100-MONOMER	photosystem I	CRE03.G165100	Cre03.g165100
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CRE10.G420350-MONOMER	photosystem I	CRE10.G420350	Cre10.g420350
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CRE12.G560950-MONOMER	photosystem I	CRE12.G560950	Cre12.g560950
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CRE12.G486300-MONOMER	photosystem I	CRE12.G486300	Cre12.g486300
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CHRECP067-MONOMER	photosystem I	CHRECP067	psaC
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CPLX4LZ-2	photosystem I	CHLREDRAFT_130914	PsaF
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CPLX4LZ-2	photosystem I	CHLREDRAFT_144056	PsaI
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CPLX4LZ-2	photosystem I	CHLREDRAFT_205935	PsaL
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CPLX4LZ-2	photosystem I	CHLREDRAFT_193847	PSAO
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CPLX4LZ-2	photosystem I	CHLREDRAFT_186531	PSAN
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CPLX4LZ-2	photosystem I	CHLREDRAFT_192478	PSAK
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CPLX4LZ-2	photosystem I	CHRECP061	psaJ
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CPLX4LZ-2	photosystem I	CHLREDRAFT_182959	Cre07.g330250
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CPLX4LZ-2	photosystem I	CHLREDRAFT_165416	PSAG
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CPLX4LZ-2	photosystem I	CHLREDRAFT_76146	Cre10.g420350
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CPLX4LZ-2	photosystem I	CHLREDRAFT_184971	PSAD
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CPLX4LZ-2	photosystem I	CHRECP067	psaC
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CPLX4LZ-2	photosystem I	CHRECP048	psaB
PWY-101	photosynthesis light reactions	RXN-15479	EC-1.97.1.12	CPLX4LZ-2	photosystem I	CHRECP019	psaA
PWY-101	photosynthesis light reactions	PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	EC-7.1.1.6	CRE11.G467689-MONOMER	plastoquinol-plastocyanin reductase	CRE11.G467689	Cre11.g467689
PWY-101	photosynthesis light reactions	PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	EC-7.1.1.6	CRE16.G650100-MONOMER	plastoquinol-plastocyanin reductase	CRE16.G650100	Cre16.g650100
PWY-101	photosynthesis light reactions	PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	EC-7.1.1.6	CPLX4LZ-294	plastoquinol-plastocyanin reductase	CHRECP001	petA
PWY-101	photosynthesis light reactions	PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	EC-7.1.1.6	CPLX4LZ-294	plastoquinol-plastocyanin reductase	CHRECP008	petB
PWY-101	photosynthesis light reactions	PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	EC-7.1.1.6	CPLX4LZ-294	plastoquinol-plastocyanin reductase	CHRECP002	petD
PWY-101	photosynthesis light reactions	PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	EC-7.1.1.6	CPLX4LZ-294	plastoquinol-plastocyanin reductase	CHRECP045	petG
PWY-101	photosynthesis light reactions	PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	EC-7.1.1.6	CPLX4LZ-294	plastoquinol-plastocyanin reductase	CHRECP068	petL
PWY-101	photosynthesis light reactions	PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	EC-7.1.1.6	CPLX4LZ-294	plastoquinol-plastocyanin reductase	CHLREDRAFT_177155	PETN
PWY-101	photosynthesis light reactions	PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	EC-7.1.1.6	CPLX4LZ-294	plastoquinol-plastocyanin reductase	CHLREDRAFT_147968	PETM
PWY-101	photosynthesis light reactions	PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	EC-7.1.1.6	CPLX4LZ-294	plastoquinol-plastocyanin reductase	CHLREDRAFT_193296	petC
PWY-101	photosynthesis light reactions	PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	EC-7.1.1.6	GIO2-2833-MONOMER	plastoquinol-plastocyanin reductase	GIO2-2833	g11619.t1
PWY-101	photosynthesis light reactions	1.18.1.2-RXN	EC-1.18.1.2	unknown	unknown	unknown	unknown
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	CRE08.G362900-MONOMER	photosystem II	CRE08.G362900	Cre08.g362900
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	CRE08.G372450-MONOMER	photosystem II	CRE08.G372450	Cre08.g372450
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	CRE07.G328200-MONOMER	photosystem II	CRE07.G328200	Cre07.g328200
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	CRE16.G673650-MONOMER	photosystem II	CRE16.G673650	Cre16.g673650
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	CRE06.G284200-MONOMER	photosystem II	CRE06.G284200	Cre06.g284200
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	CRE06.G280150-MONOMER	photosystem II	CRE06.G280150	Cre06.g280150
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	CRE06.G285250-MONOMER	photosystem II	CRE06.G285250	Cre06.g285250
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	CRE06.G283950-MONOMER	photosystem II	CRE06.G283950	Cre06.g283950
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	CRE06.G284250-MONOMER	photosystem II	CRE06.G284250	Cre06.g284250
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	CRE06.G251900-MONOMER	photosystem II	CRE06.G251900	Cre06.g251900
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	CRE17.G720250-MONOMER	photosystem II	CRE17.G720250	Cre17.g720250
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	CRE02.G082750-MONOMER	photosystem II	CRE02.G082750	Cre02.g082750
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	CRE02.G082852-MONOMER	photosystem II	CRE02.G082852	Cre02.g082852
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	CRE03.G156900-MONOMER	photosystem II	CRE03.G156900	Cre03.g156900
